,level_0,index,Health Facility Code Short_x,Facility Name,Old Health Facility Names,Old Health Facility Name 2,Health Facility Type,Ownership Major Classification,Ownership Sub-Classification for Government facilities,Ownership Sub-Classification for private facilities,Street Name and #           ,Building name and #,Region Name,Region PSGC,Province Name,Province PSGC,City/Municipality Name,City/Municipality PSGC,Barangay Name,Barangay PSGC,Zip Code,Official Website,Hospital Licensing Status,Service Capability,Bed Capacity,target,lat,lon,Health Facility Code Short_y
142,2088,39,431,ILOCOS SUR DISTRICT HOSPITAL-BESSANG PASS CERVANTES,BESSANG PASS MEMORIAL HOSPITAL,,Hospital,Government,Local Government Unit,,NATIONAL ROAD,,REGION I (ILOCOS REGION),10000000,ILOCOS SUR,12900000,CERVANTES,12908000,ROSARIO (POB.),012908014,2718.0,,With License,Level 1,25.0,1,16.9884581,120.7336279,29
143,2089,40,475,DASOL COMMUNITY HOSPITAL,COL. DOMINGO A. VALDEZ MEMORIAL HOSPITAL,,Hospital,Government,Local Government Unit,,NATIONAL HI-WAY,,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,DASOL,15519000,BOBONOT,015519003,2411.0,,With License,Level 1,20.0,1,15.9619067,119.8939276,67
144,2090,41,611,LAOAG CITY GENERAL HOSPITAL,,,Hospital,Government,Local Government Unit,,,,REGION I (ILOCOS REGION),10000000,ILOCOS NORTE,12800000,LAOAG CITY (Capital),12812000,"BGY. NO. 46, NALBO",012812038,2900.0,,With License,Level 1,50.0,1,18.1883308,120.5771854,20
145,2349,300,1804,GAOAT GENERAL HOSPITAL,,,Hospital,Private,,,,,REGION I (ILOCOS REGION),10000000,ILOCOS NORTE,12800000,CITY OF BATAC,12805000,BEN-AGAN (POB.),012805009,2906.0,,With License,Level 1,,1,18.050314,120.565247,20
146,2350,301,1806,VIRGEN MILAGROSA MEDICAL CENTER,,,Hospital,Private,,,MARTIN P. POSADAS AVENUE,,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,SAN CARLOS CITY,15532000,SAN PEDRO-TALOY,015532079,2420.0,,With License,Level 2,75.0,1,15.9204947,120.3416707,67
147,2352,303,1824,LINGAYEN DISTRICT HOSPITAL,FORMER DON MARIANO C. VERZOSA MEMORIAL HOSPITAL,,Hospital,Government,Local Government Unit,,VICENTE SOLIS STREET,,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,LINGAYEN (Capital),15522000,POBLACION,015522028,2401.0,,With License,Level 1,40.0,1,16.0183339,120.2293324,67
148,2358,309,1865,PERPETUAL HELP HOSPITAL, , ,Hospital,Private, , , , ,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,MALASIQUI,15524000, , ,2421.0, ,Without License,0,,1,15.9224577,120.4137396,67
149,2366,317,1917,PANGASINAN PROVINCIAL HOSPITAL,,,Hospital,Government,Local Government Unit,,,,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,SAN CARLOS CITY,15532000,BOLINGIT,015532018,2420.0,,With License,Level 2,150.0,1,15.954235,120.349795,67
150,2395,346,2073,GOV. ROQUE B. ABLAN SR. MEMORIAL HOSPITAL,ILOCOS NORTE PROVINCIAL HOSPITAL,,Hospital,Government,Local Government Unit,,P. GOMEZ,,REGION I (ILOCOS REGION),10000000,ILOCOS NORTE,12800000,LAOAG CITY (Capital),12812000,"BGY. NO. 23, SAN MATIAS (POB.)",012812065,2900.0,,With License,Level 2,100.0,1,18.1993459,120.6014423,20
151,2402,353,2132,MANGATAREM DISTRICT HOSPITAL,,,Hospital,Government,Local Government Unit,,,,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,MANGATAREM,15527000,CASILAGAN,015527029,2413.0,,With License,Level 1,25.0,1,15.742182,120.325616,67
152,2411,362,2185,"STA. TERESITA HOSPITAL, INC.",,,Hospital,Private,,,,,REGION I (ILOCOS REGION),10000000,ILOCOS NORTE,12800000,MARCOS,12813000,FORTUNA,012813008,2907.0,,With License,Level 2,50.0,1,18.01524,120.673983,20
153,2413,364,2191,DIVINE MERCY FOUNDATION OF URDANETA HOSPITAL,,,Hospital,Private,,,25 HIGH SCHOOL DRIVE,,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,CITY OF URDANETA,15546000,SAN VICENTE,015546034,2428.0,,With License,Level 1,,1,15.9395525,120.6554979,67
156,2438,389,2463,ILOCOS SUR DISTRICT HOSPITAL - SANTA LUCIA,STA LUCIA DISTRICT HOSPITAL,,Hospital,Government,Local Government Unit,,NATIONAL HIGHWAY,,REGION I (ILOCOS REGION),10000000,ILOCOS SUR,12900000,SANTA LUCIA,12925000,SAN JUAN,012925031,2712.0,,With License,Level 1,25.0,1,17.1056791,120.4557309,29
159,2467,418,2578,FRANCISCO GENERAL HOSPITAL, , ,Hospital,Private, , , , ,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,CITY OF URDANETA,15546000,NANCAYASAN,015546027,2428.0, ,Without License,0,,1,15.957266,120.575631,67
160,2473,424,2593,MARIANO MARCOS MEMORIAL HOSPITAL AND MEDICAL CENTER,,,Hospital,Government,Department Of Health,,6 NATIONAL HIGHWAY,,REGION I (ILOCOS REGION),10000000,ILOCOS NORTE,12800000,CITY OF BATAC,12805000,SAN JULIAN (POB.),012805039,2906.0,,With License,Level 3,200.0,1,18.0604061,120.5591422,20
161,2490,441,2715,ST. THOMAS AQUINAS MEDICAL CLINIC,ST. THOMAS AQUINAS HOSPITAL, ,Hospital,Private, , ,SANTA FE SUBDIVISION, ,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,BINALONAN,15512000, , ,2436.0, ,Without License,0,,1,16.0491851,120.5893761,67
163,2500,451,2777,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,ILOCOS REGIONAL HOSPITAL,,Hospital,Government,Department Of Health,,QUEZON AVENUE,,REGION I (ILOCOS REGION),10000000,LA UNION,13300000,CITY OF SAN FERNANDO (Capital),13314000,PARIAN,013314045,2500.0,,With License,Level 3,300.0,1,16.5912333,120.3178371,13
165,2504,455,2819,POZORRUBIO COMMUNITY HOSPITAL,,,Hospital,Government,Local Government Unit,,,,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,POZORRUBIO,15530000,TALOGTOG,015530032,2435.0,,With License,Level 1,10.0,1,16.1066717,120.5401737,67
166,2512,463,2854,UMINGAN COMMUNITY HOSPITAL,UMINGAN MEDICARE AND COMMUNITY HOSPITAL,,Hospital,Government,Local Government Unit,,BURGOS STREET,,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,UMINGAN,15544000,POBLACION WEST,015544047,2443.0,,With License,Level 1,15.0,1,15.9275146,120.8398012,67
167,2518,469,2871,CANDON GENERAL HOSPITAL,,,Hospital,Private,,Corporation,,,REGION I (ILOCOS REGION),10000000,ILOCOS SUR,12900000,CITY OF CANDON,12906000,TABLAC,012906043,2710.0,,With License,Level 1,,1,17.2113134,120.4567061,29
168,2520,471,2877,LA UNION MEDICAL CENTER,DONA GREGORIA MEMORIAL HOSPITAL,,Hospital,Government,Local Government Unit,,,,REGION I (ILOCOS REGION),10000000,LA UNION,13300000,AGOO,13301000,NAZARENO,013301008,2504.0,,With License,Level 2,100.0,1,16.346667,120.364038,13
169,2521,472,2879,DECENA GENERAL HOSPITAL,DECENA MEDICAL CLINIC AND HOSPITAL,,Hospital,Private,,,BONUAN-DAGUPAN NATIONAL HIGHWAY,,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,DAGUPAN CITY,15518000,BONUAN GUESET,015518009,2400.0,,With License,Level 1,,1,16.0693504,120.3347334,67
170,2525,476,2928,DINGRAS DISTRICT HOSPITAL,,,Hospital,Government,Local Government Unit,,,,REGION I (ILOCOS REGION),10000000,ILOCOS NORTE,12800000,DINGRAS,12809000,SUYO,012809030,2913.0,,With License,Level 1,18.0,1,18.135648,120.677647,20
172,2529,480,2952,CABA DISTRICT HOSPITAL,CABA MEDICARE COMMUNITY HOSPITAL,,Hospital,Government,Local Government Unit,,NATIONAL HIGHWAY,,REGION I (ILOCOS REGION),10000000,LA UNION,13300000,CABA,13309000,POBLACION SUR,013309007,2502.0,,With License,Level 1,15.0,1,16.4298218,120.3468827,13
173,2556,507,3120,MEDICAL CENTRUM DAGUPAN,,,Hospital,Private,,,AB FERNANDEZ AVENUE,,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,DAGUPAN CITY,15518000,MAYOMBO,015518021,2400.0,,With License,Level 2,42.0,1,16.0462104,120.3525377,67
174,2562,513,3160,OUR LADY OF FATIMA MEDICAL CLINIC AND HOSPITAL, , ,Hospital,Private, , ,18 A. MABINI STREET, ,REGION I (ILOCOS REGION),10000000,ILOCOS NORTE,12800000,LAOAG CITY (Capital),12812000,"BGY. NO. 20, SAN MIGUEL (POB.)",012812066,2900.0, ,Without License,0,,1,18.2021819,120.59231,20
175,2566,517,3199,BACNOTAN DISTRICT HOSPITAL,,,Hospital,Government,Local Government Unit,,MAHARLIKA HIGH WAY,,REGION I (ILOCOS REGION),10000000,LA UNION,13300000,BACNOTAN,13303000,POBLACION,013303034,2515.0,,With License,Level 1,25.0,1,16.7257589,120.3507292,13
176,2567,518,3212,ILOCOS SUR DISTRICT HOSPITAL - TAGUDIN,TAGUDIN GENERAL HOSPITAL AND CAPILLARIASIS CENTER,,Hospital,Government,Local Government Unit,,,,REGION I (ILOCOS REGION),10000000,ILOCOS SUR,12900000,TAGUDIN,12933000,BIO,012933009,2714.0,,With License,Level 1,50.0,1,16.9220012,120.4601312,29
177,2571,522,3225,TAYUG FAMILY HOSPITAL,,,Hospital,Private,,,MAGSAYSAY STREET,,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,TAYUG,15543000,BARANGOBONG,015543003,2445.0,,With License,Level 2,48.0,1,15.9941813,120.723041,67
180,2597,548,3374,WESTERN PANGASINAN DISTRICT HOSPITAL,,,Hospital,Government,Local Government Unit,,,,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,CITY OF ALAMINOS,15503000,MAGSAYSAY,015503017,2413.0,,With License,Level 1,75.0,1,16.1654429,119.9861576,67
181,2608,559,3432,BALAOAN DISTRICT HOSPITAL,NORTHERN LA UNION MATERNITY AND CHILDREN' HOSPITAL,,Hospital,Government,Local Government Unit,,,,REGION I (ILOCOS REGION),10000000,LA UNION,13300000,BALAOAN,13305000,BUNGOL,013305007,2517.0,,With License,Level 1,25.0,1,16.7762214,120.4125226,13
182,2609,560,3441,DR. BONIFACIA V. ALBANO MEMORIAL HOSPITAL,BACARRA MEDICAL CENTER,BACARRA GENERAL HOSPITAL,Hospital,Private,,,NATIONAL ROAD,,REGION I (ILOCOS REGION),10000000,ILOCOS NORTE,12800000,BACARRA,12802000,LIBTONG,012802013,2916.0,,With License,Level 1,,1,18.2568503,120.6126444,20
183,2630,581,3555,SPECIALIST GROUP HOSPITAL AND TRAUMA CENTER,,,Hospital,Private,,,,,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,DAGUPAN CITY,15518000,TAPUAC,015518031,2400.0,,With License,Level 2,80.0,1,16.0308306,120.3291023,67
184,2650,601,3757,NAGUILIAN DISTRICT HOSPITAL,,,Hospital,Government,Local Government Unit,,P. BURGOS STREET,,REGION I (ILOCOS REGION),10000000,LA UNION,13300000,NAGUILIAN,13311000,NATIVIDAD (POB.),013311029,2511.0,,With License,Level 1,25.0,1,16.5296753,120.3916891,13
186,2678,629,4036,ILOCOS SUR DISTRICT HOSPITAL - NARVACAN,CENTRAL ILOCOS SUR DISTRICT HOSPITAL,,Hospital,Government,Local Government Unit,,,,REGION I (ILOCOS REGION),10000000,ILOCOS SUR,12900000,NARVACAN,12914000,PARATONG,012914022,2704.0,,With License,Level 1,30.0,1,17.4183142,120.4697858,29
187,2684,635,4075,CORPUZ CLINIC AND HOSPITAL,,,Hospital,Private,,Single Proprietorship,NATIONAL HIGHWAY,,REGION I (ILOCOS REGION),10000000,ILOCOS SUR,12900000,SINAIT,12930000,NAMNAMA (POB.),012930027,2733.0,,With License,Level 1,,1,17.8661825,120.4579854,29
188,2685,636,4096,PANGASINAN CENTER FOR FAMILY MEDICINE HOSPITAL, , ,Hospital,Private, , , , ,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,DAGUPAN CITY,15518000,TAPUAC,015518031,2400.0, ,Without License,0,,1,16.033736,120.331999,67
189,2702,653,4232,NUESTRO SEÑOR STO. NIÑO HOSPITAL,"NUESTRO SENIOR SANTO NINO HOSPITAL, INC.",,Hospital,Private,,,JUAN LUNA STREET,,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,BAYAMBANG,15511000,POBLACION SUR,015511053,2423.0,,With License,Level 1,25.0,1,15.6893282,120.4148098,67
191,2708,659,4280,MANAOAG COMMUNITY HOSPITAL,,,Hospital,Government,Local Government Unit,,ZONE I,,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,MANAOAG,15525000,BARITAO,015525004,2430.0,,With License,Level 1,25.0,1,16.036129,120.483128,67
192,2711,662,4320,BAYAMBANG DISTRICT HOSPITAL,,,Hospital,Government,Local Government Unit,,,,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,BAYAMBANG,15511000,BICAL NORTE,015511016,2423.0,,With License,Level 1,50.0,1,15.8086977,120.443471,67
193,2744,695,4517,"DR. MARCELO M. CHAN MEMORIAL HOSPITAL, INC.",EASTERN MEDICAL CLINIC,,Hospital,Private,,Single Proprietorship,"NATIONAL ROAD, MC ARTHUR HIGHWAY",,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,ROSALES,15531000,CARMEN WEST,015531010,2441.0,,With License,Level 1,,1,15.8836147,120.5985171,67
194,2757,708,4628,ROSARIO DISTRICT HOSPITAL,ROSARIO EMERGENCY HOSPITAL,,Hospital,Government,Local Government Unit,,,,REGION I (ILOCOS REGION),10000000,LA UNION,13300000,ROSARIO,13313000,CONCEPCION,013313014,2506.0,,With License,Level 1,25.0,1,16.224774,120.4731156,13
195,2758,709,4631,BLESSED FAMILY DOCTORS GENERAL HOSPITAL,,,Hospital,Private,,,,,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,SAN CARLOS CITY,15532000,ILANG,015532037,2420.0,,With License,Level 2,75.0,1,15.9188944,120.3559815,67
196,2759,710,4637,"NAZARETH GENERAL HOSPITAL, INC.",,,Hospital,Private,,,203 PEREZ BOULEVARD,,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,DAGUPAN CITY,15518000,POGO CHICO,015518025,2400.0,,With License,Level 2,60.0,1,16.0407946,120.339177,67
197,2765,716,4701,"DAGUPAN DOCTORS-VILLAFLOR MEMORIAL HOSPITAL, INC.",,,Hospital,Private,,,MCARTHUR HIGHWAY,,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,DAGUPAN CITY,15518000,MAYOMBO,015518021,2400.0,,With License,Level 2,,1,16.0375508,120.3468154,67
199,2790,741,5002,ILOCOS SUR PROVINCIAL HOSPITAL - GABRIELA SILANG,GABRIELA SILANG GENERAL HOSPITAL,,Hospital,Government,Local Government Unit,,QUIRINO BOULEVARD,,REGION I (ILOCOS REGION),10000000,ILOCOS SUR,12900000,CITY OF VIGAN (Capital),12934000,TAMAG,012934037,2700.0,,With License,Level 2,100.0,1,17.5535027,120.3797408,29
200,2791,742,5004,"BETHANY HOSPITAL, INC.",,,Hospital,Private,,,WIDDOES STREET,,REGION I (ILOCOS REGION),10000000,LA UNION,13300000,CITY OF SAN FERNANDO (Capital),13314000,BARANGAY II (POB.),013314007,2500.0,,With License,Level 2,80.0,1,16.6142363,120.3175235,13
201,2805,756,5122,JESUS NAZARENE GENERAL HOSPITAL,,,Hospital,Private,,,VICENTE SOLIS STREET,,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,LINGAYEN (Capital),15522000,POBLACION,015522028,2401.0,,With License,Level 2,30.0,1,16.0145,120.232344,67
202,2815,766,5234,METRO VIGAN MULTI-PURPOSE COOPERATIVE HOSPITAL,METRO VIGAN COOPERATIVE HOSPITAL,METRO VIGAN HOSPITAL,Hospital,Private,,Cooperative,ROXAS DIKE,,REGION I (ILOCOS REGION),10000000,ILOCOS SUR,12900000,BANTAY,12903000,BARANGAY  4 (POB.),012903033,2727.0,,With License,Level 2,80.0,1,17.5807661,120.3867152,29
203,2831,782,5358,CITY OF CANDON HOSPITAL,DR. RICARDO R. GACULA MEMORIAL HOSPITAL FOUNDATION,,Hospital,Government,Local Government Unit,,NATIONAL HIGHWAY,,REGION I (ILOCOS REGION),10000000,ILOCOS SUR,12900000,CITY OF CANDON,12906000,SAN NICOLAS,012906040,2710.0,,With License,Level 2,25.0,1,17.184891,120.445502,29
204,2840,791,5449,URDANETA SACRED HEART HOSPITAL,,,Hospital,Private,,,MC ARTHUR HIGHWAY,,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,CITY OF URDANETA,15546000,SAN VICENTE,015546034,2428.0,,With License,Level 2,128.0,1,15.980696,120.571204,67
205,2859,810,5640,"THE BLACK NAZARENE HOSPITAL, INC.",THE BLACK NAZARENE SPECIALTY HOSPITAL,,Hospital,Private,,,24 BONOAN STREET,,REGION I (ILOCOS REGION),10000000,ILOCOS NORTE,12800000,SAN NICOLAS,12820000,SAN BARTOLOME (POB.),012820005,2901.0,,With License,Level 2,18.0,1,18.173886,120.5929974,20
206,2862,813,5662,CICOSAT HOSPITAL,,,Hospital,Private,,,QUEZON AVENUE,,REGION I (ILOCOS REGION),10000000,LA UNION,13300000,CITY OF SAN FERNANDO (Capital),13314000,LINGSAT,013314030,2500.0,,With License,Level 1,,1,16.63775,120.311734,13
207,2864,815,5674,LA UNION MEDICAL DIAGNOSTIC CENTER AND HOSPITAL,,,Hospital,Private,,,,,REGION I (ILOCOS REGION),10000000,LA UNION,13300000,CITY OF SAN FERNANDO (Capital),13314000,CATBANGEN,013314022,2500.0,,With License,Level 1,18.0,1,16.614827,120.315493,13
208,2867,818,5694,ILOCOS SUR COOPERATIVE MEDICAL MISSION GROUP AND HOSPITAL,,,Hospital,Private,,Cooperative,JOSE SINGSON STREET,,REGION I (ILOCOS REGION),10000000,ILOCOS SUR,12900000,CITY OF VIGAN (Capital),12934000,TAMAG,012934037,2700.0,,With License,Level 1,,1,17.5589602,120.3836775,29
209,2881,832,5789,THE MEDICAL CITY PANGASINAN,UNIVERSITY OF PANGASINAN MEDICAL CENTER,"PANGASINAN MEDICAL CENTER, INC.",Hospital,Private,,,NABLE STREET,,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,DAGUPAN CITY,15518000,PANTAL,015518022,2400.0,,With License,Level 2,75.0,1,16.0462825,120.3405206,67
210,2889,840,5829,EASTERN PANGASINAN DISTRICT HOSPITAL,EASTERN PANGASINAN GENERAL HOSPITAL,,Hospital,Government,Local Government Unit,,MAGALLANES STREET,,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,TAYUG,15543000,MAGALLANES,015543012,2445.0,,With License,Level 1,75.0,1,16.0195269,120.7423589,67
211,2894,845,5939,ASINGAN COMMUNITY HOSPITAL,ASINGAN MEDICARE AND COMMUNITY HOSPITAL,,Hospital,Government,Local Government Unit,,BYPASS ROAD,,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,ASINGAN,15506000,DUPAC,015506013,2439.0,,With License,Level 1,15.0,1,16.0168366,120.6747201,67
212,2896,847,5976,CANDON ST. MARTIN DE PORRES HOSPITAL,ST. MARTIN DE PORRES HOSPITAL,,Hospital,Private,,Corporation,25 DE MARZO STREET,,REGION I (ILOCOS REGION),10000000,ILOCOS SUR,12900000,CITY OF CANDON,12906000,SAN ANTONIO (POB.),012906036,2710.0,,With License,Level 1,44.0,1,17.192905,120.446905,29
214,2945,896,6707,DOÑA JOSEFA E. MARCOS DISTRICT HOSPITAL,,,Hospital,Government,Local Government Unit,,,,REGION I (ILOCOS REGION),10000000,ILOCOS NORTE,12800000,MARCOS,12813000,LYDIA (POB.),012813009,2907.0,,With License,Level 1,25.0,1,18.0430241,120.6788532,20
216,2949,900,6746,RANADA GENERAL HOSPITAL,,,Hospital,Private,,,BALINTAWAK STREET,,REGION I (ILOCOS REGION),10000000,ILOCOS NORTE,12800000,LAOAG CITY (Capital),12812000,"BGY. NO. 9, SANTA ANGELA (POB.)",012812071,2900.0,,With License,Level 1,20.0,1,18.1965887,120.5921338,20
217,2958,909,6860,ESPINOZA-ROSARIO HOSPITAL, , ,Hospital,Private, , , , ,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,MALASIQUI,15524000,GOMEZ,015524034,2421.0, ,Without License,0,,1,15.918001,120.416372,67
220,2961,912,6871,PANGASINAN DOCTORS HOSPITAL,,,Hospital,Private,,,307 RIZAL AVENUE,,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,SAN CARLOS CITY,15532000,RIZAL (POB.),015532075,2420.0,,With License,Level 2,37.0,1,15.939963,120.3454319,67
221,2974,925,7032,SUERO GENERAL HOSPITAL,,,Hospital,Private,,Single Proprietorship,NATIONAL HIGHWAY,,REGION I (ILOCOS REGION),10000000,ILOCOS SUR,12900000,CABUGAO,12905000,BACLIG (POB.),012905004,2732.0,,With License,Level 1,34.0,1,17.7937495,120.4543939,29
223,2980,931,7479,BOLINAO COMMUNITY HOSPITAL,BOLINAO MEDICARE COMMUNITY HOSPITAL,,Hospital,Government,Local Government Unit,,NATIONAL HIGHWAY,,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,BOLINAO,15514000,SAMPALOC,015514026,2406.0,,With License,Level 1,25.0,1,16.2678271,119.878842,67
225,3194,1145,17409,KARMELLI CLINIC AND HOSPITAL,,,Hospital,Private,,,LEGASPI STREET,,REGION I (ILOCOS REGION),10000000,ILOCOS NORTE,12800000,LAOAG CITY (Capital),12812000,"BGY. NO. 29, SANTO TOMAS (POB.)",012812079,2900.0,,With License,Level 1,,1,18.192057,120.6104455,20
226,3254,1205,25849,NORTHERN LUZON ADVENTIST HOSPITAL,,,Hospital,Private,,,MC ARTHUR HIGHWAY,,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,SISON,15541000,ARTACHO,015541004,2434.0,,With License,Level 1,18.0,1,16.1933585,120.5151916,67
229,3461,1412,30123,MBP - BLESSED TRINITY GENERAL HOSPITAL,,,Hospital,Private,,,,,REGION I (ILOCOS REGION),10000000,PANGASINAN,15500000,MANGATAREM,15527000,UMANGAN,015527082,2413.0,,With License,Level 1,18.0,1,15.7959053,120.2877908,67
235,3469,1420,32085,NORTHSIDE DOCTORS HOSPITAL,,,Hospital,Private,,,,,REGION I (ILOCOS REGION),10000000,ILOCOS SUR,12900000,BANTAY,12903000,GUIMOD,012903011,,,With License,Level 2,100.0,1,17.6034149,120.3937545,29
245,4200,14,230,LASAM DISTRICT HOSPITAL,,,Hospital,Government,Local Government Unit,,,,REGION II (CAGAYAN VALLEY),20000000,CAGAYAN,21500000,LASAM,21517000,CENTRO I (POB.),21517021.0,3524.0,,With License,Level 1,25.0,1,18.0634751,121.6096294,33
246,4201,15,235,MATILDE A. OLIVAS DISTRICT HOSPITAL,,,Hospital,Government,Local Government Unit,,MAHARLIKA HIGHWAY,,REGION II (CAGAYAN VALLEY),20000000,CAGAYAN,21500000,CAMALANIUGAN,21510000,GANG-NGO,21510018.0,3510.0,,With License,Level 1,25.0,1,18.2504996,121.6869406,33
247,4202,16,313,DUMLAO HOSPITAL,DUMLAO PHARMACY AND HOSPITAL,,Hospital,Private,,,,,REGION II (CAGAYAN VALLEY),20000000,ISABELA,23100000,ROXAS,23126000,VIRA (POB.),23126012.0,3320.0,,With License,Level 1,15.0,1,17.120383,121.621117,59
248,4203,17,318,DR. VICTOR S. VILLAROMAN MEMORIAL HOSPITAL,,,Hospital,Private,,,21 BURGOS STREET,,REGION II (CAGAYAN VALLEY),20000000,ISABELA,23100000,ILAGAN CITY (Capital),23114000,CENTRO POBLACION,23114100.0,3300.0,,With License,Level 1,17.0,1,17.1462961,121.8903416,59
249,4204,18,378,CAUAYAN MEDICAL SPECIALISTS HOSPITAL,,,Hospital,Private,,,,,REGION II (CAGAYAN VALLEY),20000000,ISABELA,23100000,CITY OF CAUAYAN,23108000,DISTRICT  II (POB.),23108032.0,3305.0,,With License,Level 1,95.0,1,16.9362175,121.7703427,59
250,4205,19,384,LYCEUM OF APARRI HOSPITAL,,,Hospital,Private,,,,,REGION II (CAGAYAN VALLEY),20000000,CAGAYAN,21500000,APARRI,21505000,MACANAYA (PESCARIA),21505029.0,3515.0,,With License,Level 1,36.0,1,18.3467608,121.6432499,33
253,4208,22,552,GOD'S WILL MEDICAL HOSPITAL,GINES HOSPITAL,,Hospital,Private,,,ROXAS STREET,,REGION II (CAGAYAN VALLEY),20000000,ISABELA,23100000,CITY OF CAUAYAN,23108000,DISTRICT  I (POB.),23108031.0,3305.0,,With License,Level 1,12.0,1,16.9383297,121.769524,59
254,4209,23,692,PADRON-TIBIO MEDICAL CLINIC,,,Hospital,Private,,,PASUQUIN STREET,,REGION II (CAGAYAN VALLEY),20000000,ISABELA,23100000,AURORA,23103000,SAN JOSE (POB.),23103023.0,3316.0,,With License,Level 1,16.0,1,16.9914804,121.6364766,59
255,4210,24,707,TUGUEGARAO CITY PEOPLES GENERAL HOSPITAL,,,Hospital,Government,Local Government Unit,,LUNA STREET,,REGION II (CAGAYAN VALLEY),20000000,CAGAYAN,21500000,TUGUEGARAO CITY (Capital),21529000,,,3504.0,,With License,Level 1,68.0,1,17.6128871,121.7294056,33
258,4215,29,1688,"ADVENTIST HOSPITAL - SANTIAGO CITY, INC.",CAGAYAN VALLEY AND SANITARIUM HOSPITAL,,Hospital,Private,,,PUROK 5,,REGION II (CAGAYAN VALLEY),20000000,ISABELA,23100000,CITY OF SANTIAGO,23135000,MABINI,23135019.0,3311.0,,With License,Level 2,50.0,1,16.6972697,121.5669481,59
259,4231,45,1771,MADDELA DISTRICT HOSPITAL,MADDELA MUNICIPAL HOSPITAL,,Hospital,Government,Local Government Unit,,PROVINCIAL ROAD,,REGION II (CAGAYAN VALLEY),20000000,QUIRINO,25700000,MADDELA,25704000,DIDUYON,25704009.0,3404.0,,With License,Level 1,39.0,1,16.3286801,121.6589478,6
260,4237,51,1791,"CHARLES W. SELBY MEMORIAL HOSPITAL, INC.",,,Hospital,Private,,,DIEGO SILANG STREET,,REGION II (CAGAYAN VALLEY),20000000,CAGAYAN,21500000,APARRI,21505000,CENTRO   1 (POB.),21505005.0,3515.0,,With License,Level 1,35.0,1,18.35602,121.636121,33
263,4242,56,1979,NUESTRA SEÑORA DE PIAT DISTRICT HOSPITAL,,,Hospital,Government,Local Government Unit,,PROVINCIAL ROAD,,REGION II (CAGAYAN VALLEY),20000000,CAGAYAN,21500000,PIAT,21520000,MAGUILLING,21520006.0,3527.0,,With License,Level 1,40.0,1,17.7755594,121.501408,33
